"city","country","description","location","state","state_abbrev","longitude","latitude","city_longitude","city_latitude","",""
"San Jose","United States","in the gym there has been people bouncing the ball were a man named Henry died wile building the gym.","Boys and Girls club","California","CA","-121.8237204","37.3340361","-121.8863286","37.3382082","",""
"San Jose","United States","at these apartments there have been sightings of ghosts. It is said that these apartments were build on top of an old cemetery and that there were still some graves. at one apartment a young woman hung herself because her family left her. there have been sightings of her after her death.","Foxdale Apartments","California","CA","-121.8263741","37.346469","-121.8863286","37.3382082","",""
"San Jose","United States","haunted by a little girl on the third floor","Chuck-e-Cheese","California","CA","-121.8293618","37.3188138","-121.8863286","37.3382082","",""
"San Jose","United States","There have been sightings of a janitor that pass in early 80s. Students say they hear his cart being pushed around during night time.","Overfelt High School","California","CA","-121.8294737","37.3319401","-121.8863286","37.3382082","",""
"San Jose","United States","it is said that many witnesses have heard the sound of children playing while students are in class. There was a child run over killed by his uncle.","Slonaker Elementary School","California","CA","-121.8350616","37.3265672","-121.8863286","37.3382082","",""
"San Jose","United States","A boy was brutally murdered in the late 70s. He was stabbed many times in the back. People say when he they pass by it at night they can see him with the knife in his back.","Arbuckle Elementary","California","CA","-121.8402484","37.3442186","-121.8863286","37.3382082","",""
"Chico","United States","Laxson Auditorium - supposedly the spirit of an older woman has been seen by performers on stage, sitting in one of the balcony seats. She always sits in the same seat but of course is gone when anyone goes to investigate.","California State University Chico","California","CA","-121.8473287","39.729575","-121.8374777","39.7284944","",""
"Milpitas","United States","The cemetery is now closed, but even in the daytime, electronics will shut off, start on own, loud moans can be heard, flashes of lights and car problems. Very cold in spots.","Ed Levin Park Cemetery","California","CA","-121.8478095","37.4471677","-121.8995741","37.4323341","",""
"San Jose","United States","Spotted a girl in the hallway. Her parents died in a car crash and she was left in the school where she hung herself. Now is said that she walks around the halls opening and closing doors and also seen when walking alone.","Piedmont Hills High School","California","CA","-121.8505235","37.4024306","-121.8863286","37.3382082","",""
"Clayton","United States","Morgan Territory Rd is a old logging road that was built back in the 1800's to bring wood from Santa Cruz to the Eastern Contra Costa County, the road cut thru between Livermore and Clayton, since this is a very isolated road there has been a lot that has happen on this road. one of the Legends is of Joaquin Murrieta California Bandit El Dorado, it is believed that Joaquin has buried his loot some where in the Morgan Territory area under a oak tree. and in the 1950's a woman and her husband were on there way home from Livermore when they saw a spirit standing next to a oak tree off the side of the road, not knowing the story about the loot at the tree they just thought that they were just seeing things. Due to the darkens of the road and being tired. once they started letting the story out to there friends and family they found out the story about the loot of Joaquin Murri eta, from time to time people still report seeing the ghost on Morgan Territory Rd. but they can never find the spot again when they go back to look for the loot that is believed to be buried there.","Morgan Territory Rd","California","CA","-121.8558919","37.8743912","-121.9357925","37.9410341","",""
"San Jose","United States","In the large theater there is a presence named ""George"". Legend has it he fell off one of the catwalks while working. Now his spirit haunts the theater. Lights switch on and off during presentations done for students, seats pull down and come up when no one is sitting next to you, and if alone in the theater practicing for a show, ""George"" loves to play lighting tricks on you. Fact is no one has ever died in that theatre. No Janitors are ever allowed to go up there nor do they have reason too. The history however, behind George is he has been ever present since the has been built. No one really knows where he comes from or what the history of the land is or anything...though there is a basic story that does float around. So far our George has three figures...The first being there was the business like man figure that was standing up against the wall. The second time George appeared, it was to the actors - [techs never saw him that night] however actors kept complaining about a little boy running around backstage trying to catch his toy ball. The last sighting that has happened was about a year ago witnessed by 2 people who where alone in the building. It was of a very large man and he sat down and filled up the aisle of the house ...which is about 2 and 1/2 to 3 feet wide. A week later after seeing this one of the witnesses was in the lighting booth. and reports, ”My friend and I were coming down the stairs of the lighting booth to go talk to our teacher, who was at the other end of the building...no where near the stage or house [where the audience sits], as we got half way down the whole booth started shaking violently. Us thinking it was an earthquake ran and got the heck out of there. We went to our teachers office, which is located in the same building, and asked her if she felt an earthquake or anything. She looked at us and said, ""No, what are you talking about?"" Since then...George has managed to become more violent here and there...he never harms anyone...however he still continues to play his usual tricks.”","Independence High School","California","CA","-121.8574547","37.3677202","-121.8863286","37.3382082","",""
"San Jose","United States","Legend has it, that in the early 70's a well known maintenance employee raped and killed two young high school girls in the apartments main garbage. It is said that when passing by, late at night, you could hear a distant torturous cry of a girl. Residents of the area are still spooked by the chills you get when passing through this area.","El Rancho Verde Apts.","California","CA","-121.858156","37.360168","-121.8863286","37.3382082","",""
"San Jose","United States","The Creek behind the baby zoo at the Happy hallow park, is haunted by a lady wearing a short red dress with a black belt and long black hair, she is believed to have been murdered there in the 70's.","Happy Hollow park","California","CA","-121.8613834","37.3257448","-121.8863286","37.3382082","",""
"Antioch","United States","These mines are haunted by the White Witch. In life, her name was Mary. She was a nanny in the 1800's when there was still coal mining in the mines. All of the children died of illnesses and she was accused of Witchcraft, then executed. She guards the mines and when people see her, she is all white.","Black Diamond Mines","California","CA","-121.861398","37.971782","-121.805789","38.0049214","",""
"Antioch","United States","The Rosehill Cemetery - haunted by Sarah Norton, also known as the ""White Witch"". She was a midwife and on her way to deliver a baby her carriage fell over and she was crushed. She is seen in the graveyard floating around the tombstones.","Black Diamond Mines","California","CA","-121.861398","37.971782","-121.805789","38.0049214","",""
"Antioch","United States","Somersville - Sarah Norton - Sarah Norton was a midwife who died on the way to deliver a baby when her carriage over turned and killed her. Sarah was not a religious woman and told her kids that she did not want a funeral. So when she died the town s people of Somersville wanted to give her a funeral. The first time they went to give her a funeral a fierce storm struck up and cause the towns people to delay the funeral till the next day, the next time they tried to give her a funeral another storm came out of no where and the live stock started charging thru town, at that point the towns people stopped trying to give her a funeral and just brought her to Rosehill Cemetery, From that day her sprit has been seen around Somersville and the other locations where the mining towns use to be know as The Black Diamond Mines in eastern Contra Costa County and other locations off of m arsh creek rd. Her ghost has been known to be called the White Witch.","Black Diamond Mines","California","CA","-121.861398","37.971782","-121.805789","38.0049214","",""
"Capitola","United States","This old house marked ""20"" on the entrance is extremely haunted. There are lots of active orbs and sounds being heard inside of the house while venturing around the exterior of. Upon getting inside of the house things had been moved after going from room to room and noises heard in down below quarters of the house. On the balcony there is a ghost of an old man who stands on the balcony and guards the home from the 3rd story. The only way into this place was to climb.","Soquel Drive","California","CA","-121.8704571","36.9691067","-121.953293","36.9752283","",""
"Pleasanton","United States","Most of the haunting happen in the bar area of this restaurant. The vintage light fixtures will go dim and then swing back and forth for a short period of time, then stop as abruptly as it started. A strong cold spot on the north edge of the dance floor. Most spooky however is when in the ladies room in a stall, a knocking will happen on the door when no one has entered. Also, in the mirror a gentleman with a decorated festive hat will be looking at you. When you turn to see if he is behind you he is gone. Employees have similar stories. The hotel has closed up tunnels under it that at one time connected to the local police department. The hotel was at one time a very active brothel.","Pleasanton Hotel","California","CA","-121.8748136","37.663977","-121.8746789","37.6624312","",""
"Pleasanton","United States","This building was constructed in the 1800's. A woman dressed in blue is reported walking around on the second floor of the building and the owner and his family claimed to have seen her too. She has written “Boo!Boo!” on the inside of the restroom mirror, every time it is replaced. A girl went into the basement to get boxes and was violently shoved from behind her when she turned around there was no one there. After hours when counting money, things have been moved, sodas move to opposite sides of the table. The license plates the line the ceiling move random ones not all of them just one or two. Strange things happen when the lights go out.","Gay 90's Pizza","California","CA","-121.876703","37.658414","-121.8746789","37.6624312","",""
"San Jose","United States","A nun years back hung herself off the balcony because she was pregnant. It is now said to be haunted. Also the gym which is no longer in use has been reported to have ghosts.","Notre Dame HS","California","CA","-121.882555","37.328303","-121.8863286","37.3382082","",""
"Pittsburg","United States","A man student was shot 18 times in the head you can here him running and screaming for his life and gun shot firing.","Pittsburg High School","California","CA","-121.8840108","38.0192148","-121.8846806","38.0279762","",""
"Pittsburg","United States","apparently a young girl hung herself in the dark room. when your are in the dark room you get feel a presence and get cold chills up your neck and back.","Pittsburg high ( photo room)","California","CA","-121.8840108","38.0192148","-121.8846806","38.0279762","",""
"Santa Cruz","United States","Highway 17 - People have claimed to see the ghost of an old Indian man walking along the road. He is supposedly the cause of all the accidents.","San Jose","California","CA","-121.8863286","37.3382082","-122.0307963","36.9741171","",""
"Niles","United States","A young woman who's last name was Lowerey was on her way to a wedding possibly her own. Riding in a horse drawn carriage near the way stop of Scott's Corners, (between Pleasanton and Sunol, CA. Area is now Highway 84/680) she was thrown from the carriage when the horses were spooked by the first of two oncoming horseless carriages (car). After she was thrown the 2nd car struck her. Miss Lowerey became the first person to ever be killed by an automobile in this area. Many have seen a woman in white by the cemetery and near by areas, accompanied with strange lights. - November update: A paranormal researcher found there's quite an extensive collection of newspaper clippings that was donated to the library by a journalist. The clippings go back to the turn of the 20th century, so they cover the period when the ""accident"" happened. According to the first journalist to report on the supposed haunting, about ten years after the date in the 1920's when the woman was popularly held to have died, there was no mention of anyone dying in an accident in the canyon, and county records of the time listed no account of the body of anyone who had supposedly died in Niles Canyon. There was, in the early 50's, a young man who dressed in a white sheet and jumped out in front of motorists near one of the bridges on Halloween. He scared someone so bad that they immediately drove to the nearest phone and called the police, who arrived in force (owing to the legend of the white witch) and drew guns on what they thought was the ghost. The young man was almost shot, though he was not arrested, but he had to be taken to a coffee shop where it took him until 2am to calm down sufficiently to go home. The supposed ""white witch of Niles"" actually follows the scenario of a common fake ghost story, that being the ""hitchhiking ghost"" story. The Niles ghost is most commonly said to hitchhike to one of the bridges in the area, where she disappears at the tollbooth. There is no cemetery that they know of in Sunol, which is at the top of Niles Canyon Rd. Similarly; there is no Morrison Canyon ghost. Morrison Canyon road is a primarily one-lane road that leads up to the 680 freeway. There's even a radar-testing facility up there somewhere, complete with life-size wire models of helicopters and planes, mostly upside down. Now, on the OTHER side of the coin, there ARE photographs of orbs in Mission San Jose's church and in the graveyard, though the investigator does not own them. The church, the cemetery and the grounds are VERY active.","Niles Canyon Road- A ""White Witch"" or ""Niles Canyon Ghost""","California","CA","-121.8889721","37.594091","-121.9871217","37.5836689","",""
"Dublin","United States","the door at the reception desk keeps unlocking it self when a button behind the front desk is needed to unlock it. The door also appears to have someone push against it trying to get in even when no body is there.","Microdental Laboratories","California","CA","-121.892265","37.709843","-121.9357918","37.7021521","",""
"Los Gatos","United States","A biker died on the road about 10 years ago and now he haunts the road. The ghost wears a trench coat and rolls around at night on a bike. The bike has no wheels and you cant see his face. You can only see him in your mirrors.","Hicks Road","California","CA","-121.893024","37.2036154","-121.9623751","37.2358078","",""
"Los Gatos","United States","The ghost that inhabits this old house where there is now an office is named Julius. He has played with the electric calculator on one of the desks even while someone is sitting there. At night you can hear a chair rolling across a wooden floor upstairs and the upstairs is carpeted. There is also a cold spot in a room where things were stored and also the office downstairs was so cold you had to wear a coat and there was nothing wrong with the heating or cooling system. Also, upstairs, in the cold storage room the filing cabinets would open and shut very rapidly and then stop. At one time a new phone system was installed, and within a week it completely shut down, the engineers could not even explain it and while calls were being put on hold he would disconnect every call on hold!","Green Valley Disposal Company","California","CA","-121.8931609","37.3685027","-121.9623751","37.2358078","",""
"Monterey","United States","The Lady in Black haunts the second floor of this boarding house where famous writer Robert Luis Stevenson lodged during his stay in Monterey. The Lady in Black is supposedly the proprietor of the establishment and haunts the nursery where her grandchildren died of cholera.","Robert Luis Stevenson House","California","CA","-121.8934592","36.5973186","-121.8946761","36.6002378","",""
"San Jose","United States","there's a door in the girls locker room that leads to a classroom up stairs. A long time ago a girl was running up the stairs and she tripped and she died. it is said that when you are in the girls locker room at nigh you can hear things coming from the stair well like someone falling. it has mostly been heard by cheerleaders after a basketball game","Burnett Academy Middle School","California","CA","-121.9011286","37.352912","-121.8863286","37.3382082","",""
"Fremont","United States","In the women's bathroom in building 3 there is the ghost of a woman wearing a blue '60s style dress. She appears in the mirror.","Ohlone College","California","CA","-121.9150642","37.5300423","-121.9885719","37.5482697","",""
"Fremont","United States","Built in the late 1700's, Mission San Jose has had a lot of curious history. A fire destroyed the original Mission, and the 1906 earthquake leveled the old church. Both have been rebuilt, the church about 12 years ago and the mission in the 1800's. There are cold spots and mists in the mission itself, uncanny feelings and mists in the courtyard by the fountain. An old cemetery adjacent to the church is the site of many disturbances, including unexplained whispers and crying (several Fremont pioneers are buried here, as well as countless Natives). Also in the church itself, where there are graves in the floor in the Sanctuary and in front of the altar. Severe cold spits are felt near the graves. Across the street from the mission sits an historic tavern, where witnesses say they have seen several Native looking people in old clothing cross the street and disappear as soon as th ey enter the courtyard of the mission.","Mission San Jose","California","CA","-121.9196936","37.5338899","-121.9885719","37.5482697","",""
"Fremont","United States","Noises in the dead of night, heavy footsteps and apparitions. The former owner's daughter would see figures wearing Victorian style clothing.","Lord Bradley's Bed &amp; Breakfast Inn","California","CA","-121.9197425","37.5328519","-121.9885719","37.5482697","",""
"Campbell","United States","Feeling of not being alone in the building after hours. Out of the corner of your eyes at night, you see something run down the hall and around the corner. Sometimes in the hallway where you see the figure, you get major chills and your hair stands on end. Also you can hear doors slamming in different areas of the first floor after it been closed.","Securitas Security","California","CA","-121.9235316","37.3831508","-121.9499568","37.2871651","",""
"San Jose","United States","in 1942 a boy was murdered by his best friend many people say At approx. 3:15am it is said that you can hear a boy screaming help in the football field where he was murdered. some people say you can even see him running down the bleachers.","Del Mar High School","California","CA","-121.9295999","37.3039885","-121.8863286","37.3382082","",""
"Dublin","United States","Cold spots reported. There is a report of a police officer being killed there; possibly either right before the restaurant opened or right after the grand opening, there was a botched robbery and shootout. - March 2004 addition: The Dublin police officer that was shot there on the night of Dec. 11, 1998 was named John Paul Monego. Please visit his memorial page. Three men from the San Joaquin valley, which is just over the Altamont hills to the east of the Tri-Valley where Dublin is located, robbed the newly-opened Outback Steakhouse and held patrons and employees hostage. Monego was responding to a 911 call made from employees at the Outback when he was shot several times by one of the three men upon entering the restaurant. A short while later he died on the scene. His murderers were arrested and tried for murder.","The Outback Steakhouse","California","CA","-121.9318556","37.6997479","-121.9357918","37.7021521","",""
"San Jose","United States","The old gym was used as a collection area for Japanese internees during WWII. Voices and crying can be heard here at night.","San Jose State University (1857)","California","CA","-121.9329189","37.332039","-121.8863286","37.3382082","",""
"Clayton","United States","The Restaurant has been around since the time the town was founded in 1857. The story goes is that during the day a miner from the black diamond mine area of Somersville was in Clayton and got into a argument in the old Eagle Saloon across the street. The argument turned into a shoot out and one of the bullets went thru the window and stuck a little girl on the street. The people on the street brought the little girl in to the restaurant where she died. In a pool of blood on the floor. to this day her sprit can be seen from time to time playing in the street, and the Blood stain can not be removed from the floor of the restaurant. Everything they do to remove it does not work and the stain returns to this day it is still there under the carpet.","La Croquett Restaurant","California","CA","-121.9345381","37.9414718","-121.9357925","37.9410341","",""
"Clayton","United States","The Eagle Saloon (now the Clayton Club) was a Building that was brought up river from San Francisco to the town of Clayton back in the 1860's at that time this was one of the 5 saloons in the Town of Clayton and it was one of the places that holds the most history of hauntings in Clayton. Things have been know to move about, cold spots, glasses moving, and the lights to go on and off on there own.","Eagle Saloon / Clayton Club","California","CA","-121.9350327","37.9410527","-121.9357925","37.9410341","",""
"Fremont","United States","You can't enter the grounds because it is fenced off but you can read a large plaque designating it as an Ohlone Burial ground. Orbs have been photographed. It is down the road from Mission San Jose, which is very haunted. The Ohlone Indians who died at the Mission are buried here.","Ohlone Burial Grounds","California","CA","-121.9356624","37.5317443","-121.9885719","37.5482697","",""
"Clayton","United States","Pioneer Inn - The Pioneer Inn has been around since the 1860's and is known to be haunted by the ghost of the past. The Pioneer Inn has Gone thru a lot over the years from having the second floor collapsing then having it rebuilt and having it burn down. The Ghost have been know to carry things around and touch occupants on there shoulders and hands.","Contra Costa","California","CA","-121.9357925","37.9410341","-121.9357925","37.9410341","",""
"Santa Clara","United States","Students passing by the cemetery next to the mission claim to here eerie moans and locked doors to the O'Connor building swinging open and shut. In the bell tower reports of past Jesuits are seen praying.","Santa Clara University","California","CA","-121.9389875","37.3496418","-121.9552356","37.3541079","",""
"Fremont","United States","When you go down The Canyon road you will find an off ramp that will lead you down to a creek... That is if you can drive all the way down the road... As you go down the road you begin to hear knocking and at about half way down the road you will start to hear a small boy laughing... Story tells that a young boy was killed in the basement of a cottage at the end of the road...he was found by his parents hanging from the rafters, when his parents called the cops they told them that there was no body in the house but mass amounts of blood washing up at the creek banks... Legend tells that if you make it down the canyon you can still see blood washing up on the creek banks and hear a young boy laughing...No Trespassing","Morison Canyon Road","California","CA","-121.9429366","37.5706562","-121.9885719","37.5482697","",""
"San Jose","United States","It is a house that was owned Sarah Winchester. It is believed to be haunted by Sarah and the spirits of those who were killed by Winchester's guns. Cold spots felt, an impression of someone lying in Sarah's bed, apparitions, rocking chairs rocking, being pushed by unseen hands, disembodied talking & laughing.","Winchester House","California","CA","-121.9510491","37.3183318","-121.8863286","37.3382082","",""
"Santa Clara","United States","February 2/20/04, around 10:00 PM, there were three Phone technicians working in one of the buildings. Two men and a woman. They were running new phone lines into a phone closet. Their was a door next to the closet. The woman heard a noise & opened it. Their was a little girl with her arms opened (as to give her a hug) & the woman jumped back & fell onto the guys. When the guys looked back to see what the heck was going on, they saw the ghost as well. Immediately, they took off running. The Building's power was off & just the two guy's had flash lights. They ran so fast, they left the woman behind to fend for herself. She really freaked out trying to find an exit in the dark. This was a VERY scary moment for all of them & when she finally made it out, security was there to assist her. Security had heard from the men once they arrived outside of a ghostly presence. When asked to finish their job by their employer, they ""absolutely"" refused to ever go back!","Sun Microsystems","California","CA","-121.9521333","37.3932901","-121.9552356","37.3541079","",""
"Santa Clara","United States","About two weeks ago February 2/20/04, around 10:00 PM, there were three Phone technicians working in one of the buildings. Two men and a woman. They were running new phone lines into a phone closet. Their was a door next to the closet. The woman heard a noise & opened it. Their was a little girl with her arms opened (as to give her a hug) & the woman jumped back & fell onto the guys. When the guys looked back to see what the heck was going on, they saw the ghost as well. Immediately, they took off running. The Building's power was off & just the two guy's had flash lights. They ran so fast, they left the woman behind to fend for herself. She really freaked out trying to find an exit in the dark. This was a VERY scary moment for all of them & when she finally made it out, security was there to assist her. Security had heard from the men once they arrived outside of a ghostly presence. When asked to finish their job by their employer, they ""absolutely"" refused to ever go back!","Sun Microsystems","California","CA","-121.9521333","37.3932901","-121.9552356","37.3541079","",""
"Santa Clara","United States","Built around 1918 after the original structure was destroyed in 1912. Workers have witnessed apparitions, strange laughter, screaming, cold spots and freezer doors flying open violently along with the ejection of the contents. - December 2003 Update: Agnews developmental center was torn down and became the new site of the SUN Microsystems Santa Clara Campus. Information about the site can be found rsconst.com","Agnews Insane Asylum","California","CA","-121.9531991","37.4010483","-121.9552356","37.3541079","",""
"Santa Cruz","United States","Upstairs is haunted by a woman in a Victorian black dress who is looking for a book, she also opens doors even heavily locked and bolted or nailed ones and windows. Downstairs, a man with glasses is seen in the empty fireplace, and in the basement an angry dog, probably from when local police used the place for search dog training, haunts the stairway and front door. Also a heard calls out for help from the basement.","The Rispin Mansion","California","CA","-121.9594173","36.9818783","-122.0307963","36.9741171","",""
"Fremont","United States","When two of the stylist were the only ones in the salon, the bathroom door would lock somehow, and they would have to retrieve the key and unlock the door. The toilet would also flush automatically, and it is not an auto flush toilet. salon was previously a fire station, and a slaughter house.","Bay Street Salon","California","CA","-121.9594368","37.5327388","-121.9885719","37.5482697","",""
"Capitola","United States","Reports of hearing voices and all kinds of racket going on in the theater as if there were a theater-going crowd.","The Capitola Theater","California","CA","-121.9668415","36.9718848","-121.953293","36.9752283","",""
"Bay Point","United States","A jogger reported a hanging kid after running a few laps. He told officers that a kid was hanging from the basketball hoop. He said he saw it from the top right corner on the bleachers. Officers say that the kids name was Ryan that hung himself in 1978 when the school was once a high school(Pacifica high).more reports of the hanging kid from other students who walk home late at night.","Riverview Middle School","California","CA","-121.967148","38.0336258","-121.9616274","38.0290872","",""
"Concord","United States","B hall - A few years ago four students met in a freshman English class and they all shared a love for music and formed a band. In their senior year the band was going to tour southern California. Heading south on I-5 the driver fell asleep and veered off road which resulted in the death of all band members. The band can now be heard on the first day of school at night where they met when they were freshman. The band plays on.","Clayton Valley High School","California","CA","-121.9695066","37.9504652","-122.0310733","37.9779776","",""
"Santa Clara","United States","In the north valley Baptist church, there was a mass cult suicide, where innocent children were slaughtered like cows for there meat. Their spirits have inhabited this church since the late 60's when it happened. There have been sightings of pentagrams on the floor and ceilings covered in blood. Witnesses have seen apparitions of mangled bodies and heard children's screams below through the halls. You can sometimes feel the children hitting you to get out.","Blood Tavern","California","CA","-121.9696857","37.4043841","-121.9552356","37.3541079","",""
"Los Gatos","United States","Noises have often been heard from inside the carousel building especially after hours. Employees have reported sounds of doors being shut, gates opening and closing, and lights being turned on and off. When employees have investigated such noises, no one was around. Most activity here is pretty docile and friendly however.","Billy Jones Wildcat Railroad &amp; Bill Mason Carousel","California","CA","-121.9745418","37.2366887","-121.9623751","37.2358078","",""
"Santa Clara","United States","There have been stories of a young boy playing in the aisles after closing. The ghost of a ten-year-old boy who was killed on an amusement park ride haunts the area where the ride once stood.","Paramount's Great America","California","CA","-121.975126","37.3984205","-121.9552356","37.3541079","",""
"Santa Clara","United States","Big Arcade & Drop Zone - There is a story of a man that haunts the big arcade over by the drop zone. Security would see a man on the cameras but when they got there no one was there, but here's the catch. the guy watching the cameras kept telling the guys over the radio that the guy was behind them and then next to them.","Paramount's Great America","California","CA","-121.975126","37.3984205","-121.9552356","37.3541079","",""
"Santa Clara","United States","IMAX theatre -  there are reports of lights turning on and off, and whispers.","Paramount's Great America","California","CA","-121.975126","37.3984205","-121.9552356","37.3541079","",""
"Santa Clara","United States","Paramount Theater -  witnesses have seen a man walk across the stage and then disappear, experienced cold spots, odd noises and the feel of fingers on the back of their necks, tap their shoulder and speak their name.","Paramount's Great America","California","CA","-121.975126","37.3984205","-121.9552356","37.3541079","",""
"Santa Clara","United States","Roast Beef Shop -  There was a man wearing a blue shirt that got locked up in the freezer and froze to death. Every night at exactly 10:00 p.m. to 12:00 a.m. when closing u can hear screams in the freezer of the man in the blue shirt.","Paramount's Great America","California","CA","-121.975126","37.3984205","-121.9552356","37.3541079","",""
"Los Gatos","United States","On Old Santa Cruz highway, going toward Los Gatos, a young woman of about 17 or 18 roams around. She can be seen sitting on the side of the road, or walking at twilight.","The summit of the Santa Cruz Mountains","California","CA","-121.9793564","37.130591","-121.9623751","37.2358078","",""
"Santa Cruz","United States","Several workers complain to co-workers at seeing ghosts in the restaurants. One even attempted to contact a parapsychology institute nearby but nothing came of it. Although owners refute these claims, one waiter says restaurant hostesses, waiters and busboys have discussed the sightings among themselves. Historians, meanwhile, have said a murder occurred at the site of the restaurant near the turn of the century. - July 2005 Update: It is now a Chinese Restaurant.","Adolph's Restaurant","California","CA","-121.9794885","36.9844181","-122.0307963","36.9741171","",""
"Los Gatos","United States","Reports of mirrors falling from walls.","Beaux Cheveaux Hair Salon between North Santa Cruz Ave and Village Lane","California","CA","-121.9810084","37.2281098","-121.9623751","37.2358078","",""
"Los Gatos","United States","A ghost is known to haunt the Opera House in downtown Los Gatos. The ghost has been caught on camera and is known to pull instruments from musicians playing at weddings in the banquet hall.","Opera House","California","CA","-121.9830349","37.2223894","-121.9623751","37.2358078","",""
"Santa Clara","United States","HWY 152 Gilroy to Los Banos - Pacheo Pass ""The Green Man "" - There are many stories of the horrible things that have happened along Pacheco Pass between Gilroy and the Casa de Fruta but after the Casa de Frusta and just before you go up the pass to the San Luis Reservoir, there is a man that is spotted by travelers while driving the road from 1975 - 1980. The man was always in a black cape, has a lime green face, bald headed and is very visible at night or day. He is always floating just above the ground next to the southbound lanes with his arms folded and a stern look on his face.","Merced","California","CA","-121.98479","37.3556896","-121.9552356","37.3541079","",""
"San Jose","United States","Poltergeist/Presence very strong in this 14 screen multiplex. House Lights flicker on & off, muffled laughter/whispers, also arm rests lower & raise themselves up of their own accord, especially in theatre 5. Also Workers report in the projection booth a shadowy figure can be glimpsed, & lurks around projector number 5.","AMC Saratoga 14","California","CA","-121.9923658","37.2903196","-121.8863286","37.3382082","",""
"Fremont","United States","old Senior Hall - the rest of the school was recently rebuilt, but the senior hall is part of the original plan. Students in there at night including myself have reported hearing more than one set of footsteps in the hall, even though they are the only ones in the hall.","Washington High School","California","CA","-121.9948276","37.5528198","-121.9885719","37.5482697","",""
"Newark","United States","In the TILT arcade doors won't unlock and appear to be stuck. At night when workers used to turn off all the games in the brake rooms (there are two of them) some of them would switch back on when turned off no one else was there to do so. One of the workers spent the night there after working late one night and heard a little girl screaming in his ear. Always having the feeling of being watched when alone. Some of people that have been there say they have seen a little girl in the emergency exit door way and just disappears through it.","Newpark Mall","California","CA","-122.000631","37.526336","-122.0402399","37.5296593","",""
"Newark","United States","Anchor Blue - There is a ghost in the stockroom; it used to harass one of the female employees. It would push things over when she was in there alone. When in the office, we would hear loud crashes in the stock room, but when we would look on the camera, no one would be there. When in the stock room, you can hear the fitting room doors slamming shut when the area is empty. In the mornings, we would come in to hear the sensors beeping in the jean wall; we would dig through the piles, find the pair of jeans, and then turn the sensor off. Later on, the beeping would start up again, but in a completely different place on the wall.","Newpark Mall","California","CA","-122.000631","37.526336","-122.0402399","37.5296593","",""
"Sunnyvale","United States","The ghost of Mr. Bishop the school's namesake is said the walk the halls and auditorium of the school.","Bishop Elementary School","California","CA","-122.0247508","37.3867637","-122.0363496","37.36883","",""
"Sunnyvale","United States","There have been many reports of one of the rooms in this hotel being haunted by a man. He apparently died there of a heart attack. Guests will often complain of noises coming from the unoccupied, haunted room. Apparitions seen.","Quality Inn Suites","California","CA","-122.0258852","37.3994659","-122.0363496","37.36883","",""
"Scotts Valley","United States","Reports of ghosts in theater #2 and an uneasy feeling when alone after hours and when in the theater alone, like someone is watching you. Defiantly a ghost, but not at all violent.","Scotts Valley Cinemas","California","CA","-122.0272359","37.0484812","-122.0146841","37.0510595","",""
"Santa Cruz","United States","There is a cemetery on the left hand side of the road when going up Grahm Hill road right off of Highway 17 in S.C. This cemetery is pretty strange there is a lot of action going on in here. You can see faces and things moving inside of the cemetery. If you pull into the driveway towards the end of the cemetery and shine your headlights you will see a white figure coming towards you. MOVE! This ghost is not friendly. There are many orbs that you can see with the naked eye and some strange noises heard from the East end of the Cemetery. Faces are seen in the headstones and Dark shadows above them.","Grahm Hill Road Cemetery","California","CA","-122.0277401","36.9883794","-122.0307963","36.9741171","",""
"Santa Cruz","United States","In the back woods off of Grahm Hill Rd. Very creepy. Voices of a old woman. Sometimes see a white lady walking around.","White Lady","California","CA","-122.0277401","36.9883794","-122.0307963","36.9741171","",""
"Sunnyvale","United States","Toys R Us is haunted supposedly by a young boy or man, believed to be Jonny Jonson (pronounced Yonny Yonson), a farm worker. . Employees report finding toys in aisles when opening up the store in the morning, and balls rolling down aisles when nobody else is around, and bicycles being ridden around at night. There also have been pictures taken of this ghost.","Toys R Us","California","CA","-122.03172","37.3656425","-122.0363496","37.36883","",""
"Saratoga","United States","Some people report being tapped on the shoulder by the ghosts on the lower floor.","Small Antique Store on Big Basin Way","California","CA","-122.033443","37.2583284","-122.0230146","37.2638324","",""
"Saratoga","United States","Cold spots felt. In the restroom the water has been known to turn on by itself – witnesses claim to even see the handle turning.","Bella Saratoga","California","CA","-122.034156","37.257479","-122.0230146","37.2638324","",""
"Concord","United States","in theater 12 you can her little kids talking and laughing in the middle of a movie.","Brendan Theaters 14","California","CA","-122.0362485","37.9762021","-122.0310733","37.9779776","",""
"Concord","United States","Reports of the apparition of a male teenager hanging by a noose from the roof, over a balcony from the second floor part of the English Building. Supposedly a depressed student who committed suicide there a long time ago. Also cold spots and voices and noises at night near the balcony and staircase where the student committed suicide.","Mount Diablo High School","California","CA","-122.0368058","37.9826834","-122.0310733","37.9779776","",""
"Clayton","United States","The Keller house is a house built in the early 1920's and was one of California oldest cattle ranches up to the 1970 s the house was built on a old Indian Grave yard. to this day you can still find bones if you are to dig around in the basement of the old house. It is said that the ghost of the Indians still haunt the old house and tend to move things around. the house is now Property of the city of Clayton in down town Clayton behind the library","Keller Mansion","California","CA","-122.0379141","37.9727048","-121.9357925","37.9410341","",""
